,Titre,Prix,Date annonce,Étage,Surface habitable,Salons,Secteur,Latitude,Longitude,Âge du bien_1-5 ans,Âge du bien_11-20 ans,Âge du bien_21+ ans,Âge du bien_6-10 ans,Âge du bien_Neuf,month
4899,شقة للبيع بسلا الجديدة,360000.0,2022-08-29,0,51,1,Sala el Jadida,33.9990238,-6.7428594,0,0,1,0,0,8
4900,Appartement 78m² en Vente à Salé,700000.0,2022-08-29,3,78,1,Sidi Hajji,34.7052104,11.203007829875114,1,0,0,0,0,8
4901,Appartement ,420000.0,2022-08-29,4,56,1,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,8
4902,همزةAppartement mahdaya allince darnaهمزة,355000.0,2022-08-29,2,62,1,Centre,47.5490251,1.7324062,0,0,0,0,1,8
4903,Appartement 154m² en Vente à Tanger,2800000.0,2022-08-29,4,154,2,Administratif,-1.5480477,13.2179928,1,0,0,0,0,8
4904,Jolie appartement deux façades ,470000.0,2022-08-29,1,89,2,El Bassatine,36.81850125,10.13771801300828,0,0,0,1,0,8
4905,Appartement 67m² en Vente à Harhoura,980000.0,2022-08-29,0,67,1,Harhoura,33.914435,-6.9702597,0,1,0,0,0,8
4906,appartement deux façades route de fes,750000.0,2022-08-29,1,102,2,Hamria,32.7673988,35.1682,0,0,0,0,1,8
4907,Appartement 2 chambres et salon 72 m2 Bassatine,250000.0,2022-08-29,1,72,1,El Bassatine,36.81850125,10.13771801300828,0,0,0,0,1,8
4908,شقق ممتازة وسط حي البساتين 68 متر,250000.0,2022-08-29,1,68,1,El Bassatine,36.81850125,10.13771801300828,0,0,0,0,1,8
4909,Appartement 52m² en Vente à la Gironde ,790000.0,2022-08-29,3,52,1,La Gironde,47.2583094,4.7188944,1,0,0,0,0,8
4910,APPARTEMENT GAUTHIER LUXE 2CH 96m2,1480000.0,2022-08-29,1,96,1,Gauthier,18.4391347,-73.5913387,1,0,0,0,0,8
4911,Appartement à vendre ,780000.0,2022-08-29,2,148,2,Route de Sefrou,34.0212182,-4.9879182,0,0,0,1,0,8
4912,Centre-ville Bd Mohamed V appartement à vendre ,1200000.0,2022-08-29,3,92,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
4913,MAARIF EXTENSION appartement A VENDRE ,1450000.0,2022-08-29,4,111,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
4914,TRIANGLE D’OR joli appartement A VENDRE 84 m²,1600000.0,2022-08-29,3,84,1,Triangle d'Or,44.8426285,-0.5761391,0,0,0,1,0,8
4915,Appartement en Vente à Tanger,1350000.0,2022-08-29,7,123,2,Centre,47.5490251,1.7324062,0,1,0,0,0,8
4916,Appartement à 2 pas de l'ENCG,580000.0,2022-08-29,7,58,1,Mesnana,35.7564316,-5.858300021901263,0,0,0,1,0,8
4917,Grand appartement au quartier Nejma,1900000.0,2022-08-29,6,165,2,Centre ville,48.9089508,2.2909920324748017,0,0,1,0,0,8
4918,Appartement 94m² en Vente à Kénitra,640000.0,2022-08-29,2,94,2,Bir Rami,34.2474668,-6.6022329,1,0,0,0,0,8
4919,Appartement sans vis-à-vis à Iberia ,2625000.0,2022-08-29,3,175,2,Iberie,39.8952029,-4.49836304748148,0,1,0,0,0,8
4920,Appartement 115m² en Vente à Tanger,1403000.0,2022-08-29,3,115,2,Centre,47.5490251,1.7324062,0,0,0,1,0,8
4921,Appartement vue mer sur la corniche Tanger,2200000.0,2022-08-29,3,146,2,De La Plage,36.7868475,21.9430916,0,1,0,0,0,8
4922,Vente appartement,750000.0,2022-08-29,2,65,1,El Houda,30.3992428,-9.5374739,0,0,0,1,0,8
4923,شقة سكنية تقع بمدينة فاس,240000.0,2022-08-29,0,66,1,Fès Médina,34.0631192,-4.9737999,0,0,0,0,1,8
4924,Studio neuf a 2min à pied de Anfa Park ,798000.0,2022-08-29,4,48,2,Beauséjour,50.0619312,-96.5140821,0,0,0,0,1,8
4925,appartement a vendre al moustakbal,580000.0,2022-08-29,1,56,1,Marjane,33.8658205,-5.5849201,0,0,0,1,0,8
4926,Appartement en Vente à Temara,800000.0,2022-08-29,0,70,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,8
4927,شقة للبيع قرب حمام البوغاز,860000.0,2022-08-29,4,91,2,Moulay Youssef,33.5482409,-7.4887073,0,0,0,1,0,8
4928,APT GAUTHIER AV G TERRASSE 2CH 110m2 ,1700000.0,2022-08-29,5,70,1,Gauthier,18.4391347,-73.5913387,0,0,0,1,0,8
4929,appartement meublé ,660000.0,2022-08-29,4,89,1,Mesnana,35.7564316,-5.858300021901263,0,1,0,0,0,8
4930,Appartement 83m² en Vente à Fès,530000.0,2022-08-29,2,83,1,Hay Atlas,34.0307453,-4.9944127,0,1,0,0,0,8
4931,Appartement 77m² en Vente à Kénitra,580000.0,2022-08-29,1,77,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,8
4932,Studio de luxe de 89m au rez de chaussée ,780000.0,2022-08-29,0,67,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,0,1,8
4933,Appartement 90m² avec trois chambres ensoleillé ,1053000.0,2022-08-29,4,90,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,0,1,8
4934,Appartement à 5minutes d'anfa Park ,700000.0,2022-08-29,4,55,1,Beauséjour,50.0619312,-96.5140821,0,1,0,0,0,8
4935,Appartement à vendre ,1200000.0,2022-08-29,2,94,1,Aïn Sebaâ,33.6059943,-7.5387936,1,0,0,0,0,8
4936,شقة للبيع بإقالة النهضة قرب محطة الترامواي اناسي,320000.0,2022-08-29,0,47,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,8
4937,Appartement 78m² en Vente à Salé,870000.0,2022-08-29,1,78,1,Sala el Jadida,33.9990238,-6.7428594,0,0,0,1,0,8
4938,Appartement 156m² en Vente à Fès,800000.0,2022-08-29,1,156,2,Route de Sefrou,34.0212182,-4.9879182,0,1,0,0,0,8
4939,Appartement 128m² en Vente à Fès,990000.0,2022-08-29,1,125,2,Saies,-35.0446091,173.7066643,0,0,0,0,1,8
4940,appartement en vente ain borja ,550000.0,2022-08-29,2,68,1,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,8
4941,شقة جات موقع زوين كليز شرفة,490000.0,2022-08-29,1,60,1,Guéliz,31.6321881,-8.0108135,0,0,0,0,1,8
4942,Appartement 62m² en Vente à Temara,620000.0,2022-08-29,2,62,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
4943,Dernière Unité a seulement 11200/m2,1020000.0,2022-08-29,3,91,1,Belvédère,44.0152334,7.3198676,0,0,0,0,1,8
4944,appartement,420000.0,2022-08-29,1,63,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
4945,apparemment à vendre ,450000.0,2022-08-29,4,65,1,El Haddada,21.267315,-13.611894,0,0,0,0,1,8
4946,Bel appartement Haut standing,1500000.0,2022-08-29,7,100,1,Gauthier,18.4391347,-73.5913387,0,0,0,1,0,8
4947,appartement ,880000.0,2022-08-29,1,98,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,8
4948,UNIQUE Opportunité- 81m2 près de Emile Zola,980000.0,2022-08-29,5,81,2,Belvédère,44.0152334,7.3198676,0,0,0,1,0,8
4949,appartement rénové proche boulevard Ghandi,2200000.0,2022-08-29,5,161,2,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
4950,aprtms avendre à l'océan ,460000.0,2022-08-29,5,48,1,Quartier de l'Océan,50.8402655,4.3430116,0,1,0,0,0,8
4951,Bel Appartement Neuf à haut founty Agadir,850000.0,2022-08-29,1,68,1,Haut-Founty,30.399291,-9.5784304,0,0,0,0,1,8
4952,Bel appartement neuf à Hay Dakhla Agadir,750000.0,2022-08-29,1,85,1,Hay Dakhla,32.8929747,-6.9088002,0,0,0,0,1,8
4953,appartement duplex à vendre,900000.0,2022-08-29,2,108,2,Hassania 1,31.0436825,31.3861102,0,1,0,0,0,8
4954,شقة للبيع الضحى فالفلوري - 84م,699000.0,2022-08-29,5,84,1,Val Fleuri,35.769499,-5.8358982,0,0,0,1,0,8
4955,Appartement à Casablanca,950000.0,2022-08-29,0,113,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,8
4956,Appartement 144m² en Vente à Casablanca à 1.3 Mdh ,1300000.0,2022-08-29,3,115,2,La Gironde,47.2583094,4.7188944,0,0,0,1,0,8
4957,Superbe appartement ensoleillé 155m2,2200000.0,2022-08-29,3,155,2,Oasis,33.465863,-116.0988922,0,1,0,0,0,8
4958,Appartement 101m² en Vente à Casablanca,1295000.0,2022-08-29,4,81,1,Val Fleuri,35.769499,-5.8358982,0,0,1,0,0,8
4959,Appartement 83m² en Vente à Tétouan,650000.0,2022-08-29,2,83,1,Touilaa,35.588024,-5.3505876,0,0,0,1,0,8
4960,Magnifique appartement dans résidence fermée,1800000.0,2022-08-29,3,134,1,Al Batha,31.1193989,45.8757273,0,1,0,0,0,8
4961,Appartement 59m² en Vente à Temara,640000.0,2022-08-29,0,59,1,Wifak,33.8947254,-5.579994,0,0,0,1,0,8
4962,apparemment a vendre ,370000.0,2022-08-29,0,65,1,Mghogha,35.7379304,-5.7691084,0,0,0,1,0,8
4963,Appartement 91m² en Vente à Mohammedia,1262500.0,2022-08-29,0,91,1,Wafa,10.1454095,13.334168,0,0,0,0,1,8
4964,Appartement 84m² en Vente à Temara,600000.0,2022-08-29,0,84,1,Skikina,33.9107361,-6.9322297,0,0,0,1,0,8
4965,Appartement ,1050000.0,2022-08-29,1,90,2,Massira,33.9912042,-5.0590273,0,1,0,0,0,8
4966,Appartement en Vente à Casablanca,595000.0,2022-08-29,4,71,1,Aïn Chock,33.5362148,-7.6156977,0,0,0,1,0,8
4967,Belle opportunité ,1400000.0,2022-08-29,5,115,1,La Gironde,47.2583094,4.7188944,0,0,0,1,0,8
4968,Appartement 220m² en Vente à Meknès,1500000.0,2022-08-29,0,220,3,Wislane,53.4897582,18.743952985681613,1,0,0,0,0,8
4969,Neuf a la fin de Emile Zola,1030000.0,2022-08-29,2,91,1,2 Mars,36.83747145,10.101498375786042,0,0,0,0,1,8
4970,duplex ain borja 4 étage,1250000.0,2022-08-29,4,180,3,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,8
4971,Joli appartement à vendre à Mimosa ,1079000.0,2022-08-29,2,90,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,8
4972,Appartement à Kénitra haouzia,420000.0,2022-08-29,3,64,1,El Haouzia,33.3063826,-8.3547988,1,0,0,0,0,8
4973,Appartement 115m² en Vente à Casablanca,1200000.0,2022-08-29,1,115,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,8
4974,Appartement 110m² en Vente à Agadir,2800000.0,2022-08-29,2,110,1,Marina,43.5139149,16.1092196,0,0,0,1,0,8
4975,للبيع شقة ممتازة جديدة و محفظة بالقنيطرة,490000.0,2022-08-29,0,81,1,Bir Rami,34.2474668,-6.6022329,0,0,0,0,1,8
4976,APPARTEMENT À VENDRE À MALABATA 85 M2 ,1700000.0,2022-08-29,8,85,1,Malabata,43.9639253,4.8584904,0,0,0,1,0,8
4977,Appartement ,467500.0,2022-08-29,0,55,1,Route de Casablanca,31.6683011,-8.0102869,1,0,0,0,0,8
4978,شقة للبيع ,340000.0,2022-08-29,4,56,1,Marjane,33.8658205,-5.5849201,1,0,0,0,0,8
4979,Appartement de 101 m² à Mohammedia Mimosas,1190000.0,2022-08-29,1,101,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,8
4980,Appartement 71m² en Vente à Kénitra,530000.0,2022-08-29,6,71,1,Centre,47.5490251,1.7324062,0,0,0,1,0,8
4981,Appartement en Vente à Casablanca les Princesses,1450000.0,2022-08-29,2,69,1,Les Princesses,46.680959,5.5529339,0,0,0,0,1,8
4982,Appartement 137m2 avec 3 ch quartier Princesses,1400000.0,2022-08-29,0,137,2,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
4983,appartement,900000.0,2022-08-29,4,42,1,Souani,34.9221475,-1.9158423,0,0,1,0,0,8
4984,Studio T2 en Vente À MAARIF LES PRINCESSES ,1050000.0,2022-08-29,2,48,1,Les Princesses,46.680959,5.5529339,0,0,0,0,1,8
4985,Appartement à Vendre à casa ,360000.0,2022-08-29,4,55,1,Hay Moulay Rachid 4,33.550607,-7.5573886,0,1,0,0,0,8
4986,Appartement 79m² à Casablanca,1350000.0,2022-08-29,5,79,1,Belvédère,44.0152334,7.3198676,1,0,0,0,0,8
4987,Appartement en Vente à Kénitra Les Mimosas 110m2,730000.0,2022-08-29,6,90,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,8
4988,شقة58م مشمسة ملك موقع ممتاز مشروع سيدي معروف باشك,490000.0,2022-08-29,3,58,1,Sidi Maarouf,36.6400065,6.2741706,1,0,0,0,0,8
4989,DUPLEX 170m² en Vente à Mohammedia,990000.0,2022-08-29,0,170,2,El Alia,34.75208000000001,10.721927654590012,1,0,0,0,0,8
4990,شقة مفرشة بالحمامة,590000.0,2022-08-29,2,80,2,Centre ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
4991,شقة للبيع الزموري 5 ,350000.0,2022-08-29,4,55,1,Zemmouri,36.7864064,3.6012209,1,0,0,0,0,8
4992,Appartement 123m2 sur Résidence Al Menzeh Rabat,1360000.0,2022-08-29,0,123,1,Yacoub El Mansour,33.9895343,-6.8811155,0,1,0,0,0,8
4993,Appartement raffiné à L'Hermitage,2700000.0,2022-08-29,4,129,2,Hermitage,59.9412076,30.315486515853937,1,0,0,0,0,8
4994,Appartement en Vente à Casablanca,1800000.0,2022-08-29,2,133,1,Derb Ghallef,33.57061365,-7.630056953049269,0,0,1,0,0,8
4995,Appartement Haut Standing 72m² à Oulfa Casablanca,880000.0,2022-08-29,3,72,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,8
4996,appartement a lovalon,640000.0,2022-08-29,0,100,1,Ouled Oujih,34.2595543,-6.6218953,0,0,0,0,1,8
4997,appartement a haddada,650000.0,2022-08-29,1,95,1,El Haddada,21.267315,-13.611894,0,0,0,0,1,8
4998,Appartement meublé 82 m2 en Vente à Malabata ,1200000.0,2022-08-29,3,82,1,Tanger City Center,35.7738552,-5.78714207231317,0,0,0,1,0,8
4999,Appartement en Vente à Malabata Tanger,996000.0,2022-08-29,2,83,1,Tanger City Center,35.7738552,-5.78714207231317,0,1,0,0,0,8
5000,شقة 134 متر مشمسة وسط المدينة باركينغ و شرفة كبيرة,1750000.0,2022-08-29,8,99,1,Centre ville,48.9089508,2.2909920324748017,0,0,0,0,1,8
5001,Apparts Neuf 78m A 124m Californie,1202000.0,2022-08-29,3,78,1,Californie,36.7014631,-118.755997,0,0,0,0,1,8
5002,Appartement en Vente à Tanger,600000.0,2022-08-29,3,72,1,Achakar,39.3773402,46.2673894,1,0,0,0,0,8
5003,appartement titre en malabata tanger,1350000.0,2022-08-29,3,76,1,Malabata,43.9639253,4.8584904,0,0,0,1,0,8
5004,Appartement à Marrakech,380000.0,2022-08-29,1,54,1,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,1,0,8
5005,appartement neufa vente à Sidi Maarouf almostakbal,350000.0,2022-08-29,4,50,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,0,1,8
5006,Appartement 92m² en Vente à Casablanca,1250000.0,2022-08-29,5,92,1,Derb Ghallef,33.57061365,-7.630056953049269,0,1,0,0,0,8
5007,Appart bien situé ,1050000.0,2022-08-29,5,84,1,Tantonville,48.4698244,6.1401088,0,1,0,0,0,8
5008,MAARIF EXTENSION APPARTEMENT LUMINEUX,1120000.0,2022-08-29,1,76,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
5009,appartement Rdc,550000.0,2022-08-29,0,75,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,8
5010,Appartement en Vente à alliance darna ,300000.0,2022-08-29,2,52,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
5011,Appartement 68m² à Casablanca,950000.0,2022-08-29,2,68,1,2 Mars,36.83747145,10.101498375786042,0,1,0,0,0,8
5012,Appartement 116m² en Vente à 2 MARS,2030000.0,2022-08-29,3,116,1,2 Mars,36.83747145,10.101498375786042,0,0,0,0,1,8
5013,Appartement 120m² en Vente à Casablanca,2091250.0,2022-08-29,2,120,1,2 Mars,36.83747145,10.101498375786042,0,0,0,0,1,8
5014,Appartement 112m² en Vente à 2 MARS,1657600.0,2022-08-29,1,112,1,2 Mars,36.83747145,10.101498375786042,0,0,0,0,1,8
5015,appartement,360000.0,2022-08-29,1,82,1,El Bassatine,36.81850125,10.13771801300828,0,0,0,1,0,8
5016,APT luxe 2CH CASA FINANCE CITY 80m2,1260000.0,2022-08-29,5,74,1,Casablanca Finance City,33.55517475,-7.662741607561236,0,0,0,0,1,8
5017,Appartement tres haut standing ocean ,800000.0,2022-08-29,1,44,1,Quartier de l'Océan,50.8402655,4.3430116,0,0,0,0,1,8
5018,شقة للبيع بسلا,410000.0,2022-08-29,3,61,1,Sakani,20.49053205,77.08067680672443,1,0,0,0,0,8
5019,Appart 5ème Dernier étage Sans vis à vis 2 Façades,2900000.0,2022-08-29,5,131,1,Palmier,36.9077343,10.300478693698553,0,0,0,1,0,8
5020,Appartement 108m² en Vente à Meknès,680000.0,2022-08-29,5,108,1,Hamria,32.7673988,35.1682,0,1,0,0,0,8
5021,Appartement 77m² en Vente à Kénitra,780000.0,2022-08-29,3,77,1,Mimosas,47.3366191,-2.4296783565399487,0,0,0,0,1,8
5022,Appartement 134m² en Vente à Rabat,1800000.0,2022-08-29,2,134,2,Guich Oudaya,33.94383005,-6.884807971402879,0,1,0,0,0,8
5023,Appartement 140m² en Vente à Casablanca,2800000.0,2022-08-29,1,138,1,Anfa,33.5926317,-7.6721766,1,0,0,0,0,8
5024,Appartement de 87m à Bettana ,650000.0,2022-08-29,2,87,2,Bettana,34.02045565,-6.791400626157115,0,1,0,0,0,8
5025,apartement commercial a vendre,390000.0,2022-08-29,0,43,1,Tabriquet,34.0426095,-6.8071038,0,1,0,0,0,8
5026,appartement en plein centre ville ,1500000.0,2022-08-29,3,120,2,Centre ville,48.9089508,2.2909920324748017,1,0,0,0,0,8
5027,Bel appartement al qods bernoussi,1150000.0,2022-08-29,0,115,2,Al Qods,30.92693485,-6.893302323598688,1,0,0,0,0,8
5028,Appartement à Temara,400000.0,2022-08-29,1,50,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,8
5029,Appartement 52m² en Vente à Casablanca,340000.0,2022-08-29,1,52,1,Sidi Moumen,33.5843834,-7.5072051,1,0,0,0,0,8
5030,grand Appartement vente californie ,2100000.0,2022-08-29,3,166,2,Californie,36.7014631,-118.755997,0,1,0,0,0,8
5031,bel appartement 1 salon 2 chambres,250000.0,2022-08-29,3,54,1,M'Hamid,29.825359,-5.721689,0,1,0,0,0,8
5032,Appartement haut standing avenue mohamed 5 Kénitra,696600.0,2022-08-29,2,82,1,Mimosas,47.3366191,-2.4296783565399487,0,0,0,0,1,8
5033,Joli appartement 101 m2 belvédère ,1200000.0,2022-08-29,7,101,1,Belvédère,44.0152334,7.3198676,0,1,0,0,0,8
5034,Appartement de luxe haut standing 6 pièce,1040000.0,2022-08-29,0,133,3,Hay Chmaou,34.0665274,-6.8007033,0,0,0,0,1,8
5035,Appartement a vendre pres du willaya du police,1400000.0,2022-08-29,2,160,2,Agdal,33.9983119,-6.8542908,1,0,0,0,0,8
5036,apparemment avender ain sbaa acout marjane ,360000.0,2022-08-29,3,54,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,1,0,8
5037,Joli Appartement de 112 m2 ensoleillé ,990000.0,2022-08-29,2,110,1,Issil,30.2934213,-7.2847621,0,0,1,0,0,8
5038,Appartement à Marrakech,340000.0,2022-08-29,1,53,1,Guéliz,31.6321881,-8.0108135,0,0,0,0,1,8
5039,Appartement 100m² à vendre à Casablanca,1450000.0,2022-08-29,3,100,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
5040,APPARTEMENT 139 WIFAQ TEMARA,2050000.0,2022-08-29,1,139,2,Wifak,33.8947254,-5.579994,0,0,0,0,1,8
5041,Appartement 83m² en Vente à Marrakech,990000.0,2022-08-29,1,83,1,Guéliz,31.6321881,-8.0108135,1,0,0,0,0,8
5042,appartement 85 à hay nour saada,470000.0,2022-08-29,0,85,2,Hay Saada,36.1508419,1.3392473,0,0,0,1,0,8
5043,appartement haut standing 129m à rte sefrou ,780000.0,2022-08-29,2,129,2,Route de Sefrou,34.0212182,-4.9879182,0,0,0,0,1,8
5044,Appartement en Vente à Salé,510000.0,2022-08-29,4,72,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,8
5045,Appartement en Vente à Casablanca,787500.0,2022-08-29,4,39,1,Maarif,35.3750725,4.2721827,0,0,0,0,1,8
5046,des belles Appartement encours de construction ,1347500.0,2022-08-29,4,72,1,Maarif,35.3750725,4.2721827,0,0,0,0,1,8
5047,Très bel appartement en plein centre ville,2300000.0,2022-08-29,3,200,3,Derb Omar,33.0014126,-7.613991,0,0,1,0,0,8
5048,APPARTEMENT 101 WIFAQ TEMARA,1480000.0,2022-08-29,1,101,2,Wifak,33.8947254,-5.579994,0,0,0,0,1,8
5049,Le meilleur projet avec Vue sur Mer,1180000.0,2022-08-29,2,100,1,Malabata,43.9639253,4.8584904,0,0,0,0,1,8
5050,Appartement bien situé à Hay Er raha (Hay Saada),600000.0,2022-08-29,2,106,2,Hay Saada,36.1508419,1.3392473,0,1,0,0,0,8
5051,شقة 120 متر أحسن موقع شارع محمد الخامس القنيطرة,1050000.0,2022-08-29,3,112,2,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,8
5052, bel appartement a Marrakech,680000.0,2022-08-29,3,70,1,Allal El Fassi,35.2453194,-3.9345554,0,1,0,0,0,8
5053,شقة 80 متر 2 بالكونات مطبخ مجهز الخبازات القنيطرة,500000.0,2022-08-29,2,69,1,Khabazat,34.2646071,-6.565231,0,0,0,0,1,8
5054,Appartement a vendre a Kénitra centre ,800000.0,2022-08-29,1,90,2,Maamora,36.0331234,3.5514666,0,0,0,0,1,8
5055,Appartement haut standing à casablanca,2058700.0,2022-05-31,2,119,1,Val Fleuri,35.769499,-5.8358982,0,0,0,0,1,5
5056,appartement à vendre ,580000.0,2022-05-31,0,85,1,Azzouzia,31.6849361,-8.0619515,1,0,0,0,0,5
5057,Appartement standing ,810000.0,2022-05-31,2,98,2,Plateau,9.0583446,9.6826289,0,1,0,0,0,5
5058,شق للبيع ,630000.0,2022-05-31,1,81,1,M'Hamid,29.825359,-5.721689,0,0,0,0,1,5
5059,شقة مجهزة و مشمشة ,850000.0,2022-05-31,2,104,2,Tabriquet,34.0426095,-6.8071038,1,0,0,0,0,5
5060,Appartement 97m Bourgogne Badr,1450000.0,2022-05-31,4,97,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,5
5061,vente ,320000.0,2022-05-31,3,59,1,Najd,24.0504244,56.1701624,0,0,0,1,0,5
5062,Appartement en Vente à Temara,540000.0,2022-05-31,0,57,1,Wifak,33.8947254,-5.579994,0,0,0,1,0,5
5063,vente,350000.0,2022-05-31,0,80,1,Sidi Bouzekri,33.8588975,-5.5329894,0,0,0,1,0,5
5064,appartement Central park,820000.0,2022-05-31,3,63,1,Quartier du Parc,43.9823106,0.4452671,1,0,0,0,0,5
5065,apparemment famille,950000.0,2022-05-31,3,109,2,2 Mars,36.83747145,10.101498375786042,0,0,1,0,0,5
5066,شقق للبيع في القنيطرة,230000.0,2022-05-31,1,45,1,Diour 10000,34.01384145,-6.846878669569757,0,0,1,0,0,5
5067,Appartement en Vente à Tanger,490000.0,2022-05-31,4,69,1,Zemmouri,36.7864064,3.6012209,0,1,0,0,0,5
5068,شقة,1400000.0,2022-05-31,4,170,3,Wilaya,35.5889144,-5.3393867,0,0,0,1,0,5
5069,بيع شقة,370000.0,2022-05-31,1,82,1,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,5
5070,Appartement 95 m² à jamaila 5 Blv sakia hamra ,695000.0,2022-05-31,3,72,2,Sbata,33.8807662,-5.5668732,0,0,0,1,0,5
5071,vendre un appartement ,370000.0,2022-05-31,1,82,1,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,5
5072,Appartement en Vente à Marrakech,390000.0,2022-05-31,3,57,1,Route de Safi,12.592165,-7.9907832,0,1,0,0,0,5
5073,Appartement en Vente à Casablanca,360000.0,2022-05-31,0,54,1,Route d'Azemmour,33.5316442,-7.7711649,0,0,0,1,0,5
5074,Appartement 95 m² à jamaila 5 Blv sakia hamra ,690000.0,2022-05-31,3,72,2,Aïn Chock,33.5362148,-7.6156977,0,0,0,1,0,5
5075,Appartement 95 m² à jamila 5 Blv sakia hamra ,690000.0,2022-05-31,3,72,2,Sbata,33.8807662,-5.5668732,0,0,0,1,0,5
5076,Appartement en Vente à Salé,400000.0,2022-05-31,4,61,1,Abouab Sala,33.9267824,-6.9291602,1,0,0,0,0,5
5077,Appartement de 61 m² à vendre à Azhar-Al Fajr,400000.0,2022-05-31,2,60,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,5
5078,A vendre appartement au 1er ,175000.0,2022-05-31,1,29,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,5
5079,a vendre appartement ,175000.0,2022-05-31,1,29,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,5
5080, appartement,760000.0,2022-05-31,5,82,1,Belvédère,44.0152334,7.3198676,0,0,0,1,0,5
5081,Appartement à Tanger,470000.0,2022-05-31,1,64,1,Administratif,-1.5480477,13.2179928,1,0,0,0,0,5
5082,Appartement en Vente à Agadir,380000.0,2022-05-31,4,58,1,Hay Salam,33.8940706,-5.5816543,0,0,0,1,0,5
5083,apprt à Riad al HADIKA ,900000.0,2022-05-31,3,100,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,5
5084,شقة ,400000.0,2022-05-31,4,57,1,Hay Salam,33.8940706,-5.5816543,0,0,0,1,0,5
5085,Appartement en Vente à Tanger,340000.0,2022-05-31,3,53,1,Zemmouri,36.7864064,3.6012209,0,1,0,0,0,5
5086,Appartement en Vente à Marrakech,660000.0,2022-05-31,3,84,1,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,1,0,5
5087,appartement à vendre ,1650000.0,2022-05-31,4,124,2,Palmier,36.9077343,10.300478693698553,0,1,0,0,0,5
5088,appartement à vendre ,460000.0,2022-05-31,2,62,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,5
5089,Appartement en Vente à Fès,350000.0,2022-05-31,3,106,1,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,5
5090,appartement à vendre ,350000.0,2022-05-31,1,46,1,El Matar,34.42694,8.826862941543094,1,0,0,0,0,5
5091,Appartement en Vente à Fès,520000.0,2022-05-31,1,104,2,Oued Fès,34.0545279,-5.0328362,1,0,0,0,0,5
5092,شقة للبيع ,360000.0,2022-05-31,0,60,1,Hay Hassani,33.5670464,-7.6784886,0,0,0,1,0,5
5093,Appartement sarout au centre ville Fes ,250000.0,2022-05-31,2,80,1,Centre,47.5490251,1.7324062,0,0,1,0,0,5
5094,شقة فطابق الاول للبيع بثمن جد معقول,250000.0,2022-05-31,1,54,1,Route d'El Jadida,33.5462639,-7.6478976,0,0,0,1,0,5
5095,Appartement avec trois chambres ,1250000.0,2022-05-31,7,148,1,Safir,36.0791541,37.3728465,0,0,0,1,0,5
5096,Appartement en Vente à Essaouira,360000.0,2022-05-31,1,74,1,Nouvelle Ville,47.1349047,7.2427644,0,0,1,0,0,5
